Episode;Time;Character;Type of Roll;Total Value;Natural Value;Crit?;Damage Dealt;# Kills;Notes
C2E080;01:34:59;Caleb;Investigation;15;Unknown;;;;with Guidance
C2E080;01:40:12;Caleb;Investigation;26;Unknown;;;;with Guidance
C2E080;02:06:54;Caduceus;Perception;20;11;;;;
C2E080;02:07:03;Jester;Perception;10;Unknown;;;;with Guidance
C2E080;02:08:20;Beau;Investigation;18;Unknown;;;;with Guidance
C2E080;02:09:52;Fjord;Survival;14;16;;;;
C2E080;02:15:53;Fjord;Acrobatics;Nat20;20;;;;
C2E080;02:15:55;Beau;Acrobatics;18;9;;;;
C2E080;02:15:56;Caleb;Acrobatics;20;18;;;;
C2E080;02:15:57;Nott;Acrobatics;20;11;;;;
C2E080;02:15:58;Jester;Acrobatics;13;9;;;;
C2E080;02:15:58;Caduceus;Acrobatics;Nat1;1;;4 to Caduceus;;
C2E080;02:16:41;Caduceus;Constitution Save;Nat1;1;;;;disregarded due to advantage
C2E080;02:16:41;Caduceus;Constitution Save;19;17;;;;
C2E080;02:18:59;Beau;Arcana;Unknown;Unknown;;;;disregarded due to advantage
C2E080;02:18:59;Beau;Arcana;19;17;;;;
C2E080;02:20:04;Fjord;Investigation;17;11;;;;
C2E080;02:23:50;Caduceus;Perception;17;Unknown;;;;with Guidance
C2E080;02:26:24;Nott;Perception;6;5;;;;
C2E080;02:28:58;Beau;Initiative;24;19;;;;
C2E080;02:29:00;Caleb;Initiative;20;19;;;;
C2E080;02:29:08;Jester;Initiative;15;11;;;;
C2E080;02:29:09;Fjord;Initiative;16;16;;;;
C2E080;02:29:20;Nott;Initiative;12;7;;;;
C2E080;02:29:23;Caduceus;Initiative;12;11;;;;
C2E080;02:30:52;Beau;Acrobatics;22;13;;;;
C2E080;02:31:08;Beau;Attack;23;13;;;;Unarmed Strike against Froghemoth
C2E080;02:31:10;Beau;Attack;21;11;;;;Unarmed Strike against Froghemoth
C2E080;02:31:20;Beau;Damage;11;;;11 to Froghemoth;;
C2E080;02:31:35;Beau;Damage;9;;;9 to Froghemoth;;
C2E080;02:34:21;Caleb;Damage;18;;;9 (18/2) fire to Froghemoth, 18 fire to Bullywug;;
C2E080;02:35:23;Caleb;Constitution Save;20;17;;6 (12/2) Lightning to Caleb;;
C2E080;02:36:16;Fjord;Attack;23;13;;;;Star Razor against Froghemoth
C2E080;02:36:21;Fjord;Attack;14;4;;;;Star Razor against Froghemoth
C2E080;02:36:34;Fjord;Damage;15;;;15 to Froghemoth;;
C2E080;02:38:27;Jester;Spell Attack;20;11;;;;Spiritual Weapon against Froghemoth
C2E080;02:38:37;Jester;Damage;11;;;11 to Froghemoth;;
C2E080;02:40:37;Fjord;Damage;3;;;3 Radiant to Froghemoth;;
C2E080;02:41:25;Caduceus;Strength Save;Unknown;Unknown;;;;
C2E080;02:43:27;Nott;Attack;21;11;;;;TTBB1000 against Froghemoth
C2E080;02:43:27;Nott;Attack;22;12;;;;disregarded due to disadvantage
C2E080;02:44:04;Nott;Damage;36;;;36 to Froghemoth;;
C2E080;02:45:12;Nott;Attack;Nat1;1;;;;TTBB1000 against Froghemoth
C2E080;02:45:12;Nott;Attack;2;2;;;;disregarded due to disadvantage
C2E080;02:45:37;Nott;Damage;1;;;1 to Nott;;
C2E080;02:49:25;Fjord;Damage;1;;;1 Radiant to Bullywug 2;;
C2E080;02:50:58;Jester;Constitution Save;5;3;;;;
C2E080;02:51:40;Beau;Attack;25;15;;;;Unarmed Strike against Froghemoth
C2E080;02:51:44;Beau;Attack;23;13;;;;Unarmed Strike against Froghemoth
C2E080;02:51:49;Beau;Damage;10;;;10 Bludgeoning to Froghemoth;;
C2E080;02:51:52;Beau;Damage;11;;;11 Bludgeoning to Froghemoth;;
C2E080;02:52:18;Beau;Attack;15;5;;;;Unarmed Strike against Froghemoth
C2E080;02:52:20;Beau;Attack;12;2;;;;Unarmed Strike against Froghemoth
C2E080;02:52:31;Beau;Damage;7;;;7 Bludgeoning to Froghemoth;;
C2E080;02:54:09;Caleb;Damage;32;;;"120 Fire [32 to Bullywug ?, 32 to B4, 32 to B3, 16 (32/2) to B2 8 (32/2/2) to Froghemoth]""";3;Widogast's Web of Fire
C2E080;02:57:19;Fjord;Attack;14;3;;;;Star Razor against Froghemoth
C2E080;02:57:27;Fjord;Attack;18;7;;;;Star Razor against Froghemoth
C2E080;02:57:42;Fjord;Damage;33;;;33 to Froghemoth;;
C2E080;02:59:17;Jester;Spell Attack;21;12;;;;Spiritual Weapon against Froghemoth
C2E080;02:59:30;Jester;Damage;6;;;6 Force to Froghemoth;;
C2E080;02:59:48;Jester;Spell Attack;27;18;;;;Inflict Wounds against Froghemoth
C2E080;02:59:56;Jester;Damage;20;;;20 Necrotic to Froghemoth;1;HDYWTDT
C2E080;03:01:58;Caduceus;Constitution Save;Unknown;Unknown;;;;Disregarded because spell broke anyway
C2E080;03:01:58;Caduceus;Constitution Save;Unknown;Unknown;;;;Disregarded due to advantage
C2E080;03:03:26;Nott;Attack;19;9;;;;TTBB1000 against Bullywug 2
C2E080;03:03:31;Nott;Damage;Unknown;;;Unknown to Bullywug 2;1;
C2E080;03:07:09;Beau;Investigation;21;15;;;;
C2E080;03:08:32;Fjord;Perception;17;15;;;;
C2E080;03:09:18;Fjord;Strength Save;Nat1;1;;;;
C2E080;03:11:43;Caduceus;Perception;19;10;;;;
C2E080;03:12:41;Fjord;Investigation;21;15;;;;
C2E080;03:12:41;Beau;Investigation;24;18;;;;
C2E080;03:14:00;Beau;Investigation;17;8;;;;
C2E080;03:15:17;Nott;Athletics;15;Unknown;;;;with Guidance
C2E080;03:15:44;Nott;Athletics;23;19;;;;
C2E080;03:16:22;Nott;Athletics;14;10;;;;
C2E080;03:17:05;Nott;Athletics;18;14;;;;
C2E080;03:17:05;Nott;Athletics;Nat1;1;;;;
C2E080;03:18:19;Caleb;Investigation;25;16;;;;
C2E080;03:19:51;Beau;Athletics;20;Unknown;;;;with Guidance
C2E080;03:21:32;Beau;Perception;9;6;;;;
C2E080;03:22:53;Beau;Arcana;12;10;;;;
C2E080;03:23:29;Caduceus;Perception;17;8;;;;
C2E080;03:25:31;Caleb;Arcana;13;4;;;;
C2E080;03:26:22;Caduceus;Perception;23;14;;;;
C2E080;03:27:54;Fjord;Hit Dice;23;;;;;
C2E080;03:27:54;Beau;Hit Dice;26;;;;;
C2E080;03:27:54;Caleb;Hit Dice;44;;;;;
C2E080;03:27:54;Nott;Hit Dice;34;;;;;
C2E080;03:27:54;Jester;Hit Dice;26;;;;;
C2E080;03:27:54;Caduceus;Hit Dice;38;;;;;
C2E081;00:14:56;Caleb;Perception;19;15;;;;
C2E081;00:17:04;Beau;Perception;Unknown;Unknown;;;;
C2E081;00:22:34;Jester;Perception;9;4;;;;
C2E081;00:25:37;Beau;Athletics;25;Unknown;;;;with Guidance
C2E081;00:27:33;Jester;Initiative;20;16;;;;
C2E081;00:27:37;Caleb;Initiative;9;8;;;;
C2E081;00:30:36;Caleb;Dexterity Save;18;16;;;;
C2E081;00:31:58;Fjord;Initiative;9;9;;;;
C2E081;00:33:32;Caleb;Dexterity Save;15;13;;;;
C2E081;00:35:55;Fjord;Athletics;Unknown;Unknown;;;;
C2E081;00:35:55;Fjord;Athletics;20;15;;;;
C2E081;00:40:03;Fjord;Constitution Save;21;16;;;;
C2E081;00:40:19;Caleb;Constitution Save;22;19;;;;
C2E081;00:46:21;Jester;Initiative;20;16;;;;
C2E081;00:46:28;Beau;Initiative;16;11;;;;
C2E081;00:46:28;Nott;Initiative;16;11;;;;
C2E081;00:46:52;Caleb;Initiative;11;10;;;;
C2E081;00:46:52;Fjord;Initiative;10;10;;;;
C2E081;00:46:52;Caduceus;Initiative;Unknown;Unknown;;;;
C2E081;00:56:07;Nott;Stealth;Unknown;Unknown;;;;disregarded due to advantage
C2E081;00:56:07;Nott;Stealth;24;11;;;;
C2E081;00:56:39;Nott;Attack;16;6;;;;TTBB1000 against Golem
C2E081;00:58:58;Fjord;Investigation;14;8;;;;
C2E081;01:01:43;Jester;Strength;9;6;;;;
C2E081;01:02:54;Fjord;Attack;Unknown;Unknown;;;;disregarded due to advantage
C2E081;01:02:54;Fjord;Attack;20;14;;;;Inescapable Lash against Nott
C2E081;01:04:00;Nott;Investigation;13;2;;;;
C2E081;01:12:48;Jester;Perception;14;9;;;;
C2E081;01:12:46;Nott;Thieves' Tools;25;12;;;;
C2E081;01:14:10;Fjord;Perception;20;18;;;;
C2E081;01:16:14;Nott;Investigation;Unknown;Unknown;;;;disregarded due to disadvantage
C2E081;01:16:14;Nott;Investigation;26;Unknown;;;;with Guidance
C2E081;01:17:41;Nott;Perception;Nat20;20;;;;
C2E081;01:26:33;Caduceus;Healing;13;Unknown;;Caleb heals 13;;Cure Wounds (2nd) on Caleb
C2E081;01:26:51;Fjord;Healing;34;Unknown;;Fjord heals 34;;Superior Healing Potion to self
C2E081;01:26:57;Caleb;Healing;10;Unknown;;Caleb heals 10;;Greater Healing Potion to self
C2E081;01:27:59;Beau;Perception;Nat1;1;;;;
C2E081;01:28:53;Caleb;Investigation;25;16;;;;
C2E081;01:29:53;Nott;Perception;5;5;;;;
C2E081;01:31:04;Jester;Initiative;23;19;;;;
C2E081;01:31:14;Caleb;Initiative;19;18;;;;
C2E081;01:31:15;Caduceus;Initiative;17;16;;;;
C2E081;01:31:19;Nott;Initiative;16;11;;;;
C2E081;01:31:30;Beau;Initiative;13;8;;;;
C2E081;01:31:36;Fjord;Initiative;2;2;;;;
C2E081;01:34:35;Caleb;Damage;31;Unknown;;;;Fireball (4th) against Golem
C2E081;01:39:22;Nott;Investigation;18;7;;;;
C2E081;01:40:34;Nott;Stealth;Nat1;1;;;;disregarded due to advantage
C2E081;01:40:34;Nott;Stealth;21;8;;;;
C2E081;01:42:08;Beau;Attack;18;9;;;;Unarmed Strike against Golem
C2E081;01:42:47;Beau;Attack;25;16;;;;Unarmed Strike against Golem
C2E081;01:43:06;Beau;Damage;9;Unknown;;9 to Golem;;
C2E081;01:43:17;Beau;Damage;36;Unknown;;36 lightning to Golem;;
C2E081;01:45:05;Fjord;Spell Attack;21;12;;;;Eldritch Blast against Golem
C2E081;01:45:10;Fjord;Spell Attack;25;16;;;;Eldritch Blast against Golem
C2E081;01:45:35;Fjord;Damage;29;Unknown;;29 force to Golem;;
C2E081;01:50:32;Caduceus;Intelligence;4;5;;;;
C2E081;01:52:22;Caduceus;Damage;20;Unknown;;20 cold to Golem;;Cold Ballista against Golem
C2E081;01:53:15;Nott;Intelligence;7;4;;;;
C2E081;01:53:44;Nott;Damage;20;Unknown;;20 cold to Golem;;Cold Ballista against Golem
C2E081;01:54:44;Beau;Attack;Nat1;1;;;;Unarmed Strike against Golem
C2E081;01:54:58;Beau;Attack;22;13;;;;Unarmed Strike against Golem
C2E081;01:55:03;Beau;Damage;12;Unknown;;12 to Golem;;
C2E081;01:56:08;Beau;Attack;Unknown;Unknown;;;;disregarded due to advantage
C2E081;01:56:08;Beau;Attack;28;19;;;;Unarmed Strike against Golem
C2E081;01:56:13;Beau;Damage;9;Unknown;;9 to Golem;;
C2E081;01:56:18;Beau;Attack;Unknown;Unknown;;;;disregarded due to advantage
C2E081;01:56:18;Beau;Attack;26;17;;;;Unarmed Strike against Golem
C2E081;01:58:31;Fjord;Spell Attack;Unknown;Unknown;;;;disregarded due to advantage
C2E081;01:58:31;Fjord;Spell Attack;27;18;;;;Eldritch Blast against Golem
C2E081;01:58:33;Fjord;Spell Attack;Unknown;Unknown;;;;disregarded due to advantage
C2E081;01:58:33;Fjord;Spell Attack;28;19;;;;Eldritch Blast against Golem
C2E081;01:58:44;Fjord;Damage;26;Unknown;;26 force to Golem;;
C2E081;02:00:27;Jester;Performance;8;7;;;;
C2E081;02:01:38;Jester;Spell Attack;25;16;;;;Spiritual Weapon against Golem
C2E081;02:01:38;Jester;Spell Attack;Unknown;Unknown;;;;disregarded due to advantage
C2E081;02:01:42;Jester;Damage;11;Unknown;;11 force to Golem;;
C2E081;02:02:52;Caleb;Spell Attack;Unknown;Unknown;;;;disregarded due to advantage
C2E081;02:02:52;Caleb;Spell Attack;20;11;;;;Cat's Ire against Golem
C2E081;02:03:08;Caleb;Damage;28;Unknown;;28 to Golem;;
C2E081;02:03:49;Caduceus;Intelligence;5;6;;;;
C2E081;02:04:18;Caduceus;Damage;48;Unknown;;24 (49/2) Lightning to Golem;;Lightning Ballista, announced 49, actually rolled 48
C2E081;02:05:18;Beau;Dexterity Save;21;12;;;;
C2E081;02:05:18;Jester;Dexterity Save;6;2;;49 Lightning to Jester;;
C2E081;02:05:47;Caleb;Dexterity Save;14;14;;49 Lightning to Cat's Ire;;Cat's Ire
C2E081;02:06:48;Nott;Intelligence;11;8;;;;
C2E081;02:07:44;Beau;Attack;Unknown;Unknown;;;;disregarded due to advantage
C2E081;02:07:44;Beau;Attack;28;19;;;;Unarmed Strike against Golem
C2E081;02:07:52;Beau;Damage;7;Unknown;;7 to Golem;;
C2E081;02:08:17;Beau;Attack;Unknown;Unknown;;;;disregarded due to advantage
C2E081;02:08:17;Beau;Attack;25;16;;;;Unarmed Strike against Golem
C2E081;02:08:22;Beau;Damage;11;Unknown;;11 to Golem;;
C2E081;02:09:05;Beau;Attack;Unknown;Unknown;;;;disregarded due to advantage
C2E081;02:09:05;Beau;Attack;26;17;;;;Unarmed Strike against Golem
C2E081;02:09:13;Beau;Damage;11;Unknown;;11 to Golem;;
C2E081;02:09:17;Beau;Attack;Unknown;Unknown;;;;disregarded due to advantage
C2E081;02:09:17;Beau;Attack;25;16;;;;Unarmed Strike against Golem
C2E081;02:09:25;Beau;Damage;8;Unknown;;8 to Golem;;
C2E081;02:12:09;Beau;Attack;22;13;;;;Unarmed Strike against Golem
C2E081;02:12:09;Beau;Attack;Unknown;Unknown;;;;disregarded due to advantage
C2E081;02:12:22;Beau;Damage;11;Unknown;;11 to Golem;;
C2E081;02:14:10;Fjord;Spell Attack;24;15;;;;Eldritch Blast against Golem
C2E081;02:14:10;Fjord;Spell Attack;Unknown;Unknown;;;;Eldritch Blast against Golem
C2E081;02:14:20;Fjord;Damage;15;Unknown;;15 to force Golem;;
C2E081;02:14:31;Jester;Spell Attack;20;11;;;;Spiritual Weapon against Golem
C2E081;02:14:36;Jester;Damage;10;Unknown;;10 force to Golem;;
C2E081;02:15:13;Caleb;Spell Attack;12;3;;;;Cat's Ire against Golem
C2E081;02:15:46;Caduceus;Intelligence;9;10;;;;
C2E081;02:16:09;Caduceus;Damage;20;Unknown;;10 (20/2) cold to Golem;;Cold Ballista against Golem
C2E081;02:16:28;Jester;Constitution Save;12;10;;20 cold to Jester;;
C2E081;02:16:28;Beau;Constitution Save;10;7;;20 cold to Beau;;
C2E081;02:17:14;Nott;Intelligence;15;12;;;;
C2E081;02:18:23;Caleb;Dexterity Save;16;16;;11 Acid to Cat's Ire;;
C2E081;02:18:38;Nott;Damage;11;Unknown;;11 Acid to Golem;;Acid Ballista against Golem
C2E081;02:19:44;Beau;Attack;13;4;;;;Unarmed Strike against Golem
C2E081;02:19:46;Beau;Attack;20;11;;;;Unarmed Strike against Golem
C2E081;02:19:55;Beau;Damage;7;Unknown;;7 to Golem;;
C2E081;02:20:21;Beau;Attack;Nat20;20;;;;Unarmed Strike against Golem
C2E081;02:20:20;Beau;Attack;28;19;;;;Unarmed Strike against Golem
C2E081;02:20:37;Beau;Damage;12;Unknown;;12 to Golem;;
C2E081;02:20:44;Beau;Damage;14;Unknown;;14 to Golem;;
C2E081;02:21:19;Nott;Damage;7;Unknown;;7 to Golem;;Delayed acid from ballista
C2E081;02:21:37;Fjord;Spell Attack;24;15;;;;Eldritch Blast against Golem
C2E081;02:21:39;Fjord;Spell Attack;Unknown;Unknown;;;;Eldritch Blast against Golem
C2E081;02:21:46;Fjord;Damage;13;Unknown;;13 to Golem;;
C2E081;02:21:57;Jester;Spell Attack;Nat1;1;;;;Spiritual Weapon against Golem
C2E081;02:22:14;Jester;Spell Attack;13;4;;;;Inflict Wounds (2rd) against Golem
C2E081;02:22:51;Nott;Damage;13;Unknown;;13 to Golem;;Delayed acid from ballista
C2E081;02:23:40;Caduceus;Intelligence;6;7;;;;
C2E081;02:24:59;Nott;Damage;26;Unknown;;26 to Golem;1;Acid Ballista against Golem, Golem dies (HDYWTDT)
C2E081;02:56:00;Nott;Investigation;25;14;;;;
C2E081;02:56:32;Caduceus;Healing;15;Unknown;;Fjord, Caleb, Beau, and Jester heal 15;;Prayer of Healing
C2E081;02:58:37;Nott;Thieves' Tools;25;12;;;;
C2E081;03:00:43;Nott;Thieves' Tools;22;9;;;;
C2E081;03:01:41;Fjord;Investigation;18;12;;;;
C2E081;03:02:35;Jester;Investigation;8;Unknown;;;;with Guidance
C2E081;03:13:06;Caleb;Arcana;12;2;;;;
C2E081;03:17:57;Fjord;Perception;18;16;;;;
C2E081;03:29:23;Nott;Thieves' Tools;17;4;;;;
C2E081;03:38:51;Caduceus;Perception;22;17;;;;
C2E081;03:40:01;Caleb;Arcana;22;12;;;;
C2E081;03:41:54;Nott;Investigation;16;3;;;;
C2E081;03:42:06;Beau;Investigation;16;8;;;;
C2E081;03:43:41;Caleb;Investigation;27;17;;;;
C2E081;03:47:14;Caleb;Arcana;16;6;;;;
C2E081;03:49:02;Nott;Investigation;30;19;;;;
C2E081;03:52:09;Jester;Strength;20;17;;;;with Guidance
C2E081;03:52:09;Jester;Strength;Unknown;Unknown;;;;disregarded due to advantage
C2E081;03:53:42;Beau;Arcana;23;19;;;;with Guidance
C2E081;03:54:16;Nott;Intelligence;16;13;;;;
C2E081;03:54:16;Nott;Other;1;Unknown;;;;Guidance
C2E081;03:56:21;Caleb;Perception;7;3;;;;
C2E081;04:01:10;Caduceus;Religion;22;19;;;;with Guidance
C2E081;04:01:10;Caduceus;Guidance;4;;;;;
C2E081;04:04:24;Willie;Attack;Unknown;Unknown;;;;disregarded due to advantage
C2E081;04:04:24;Willie;Attack;16;;;;;Fist against Beau
C2E081;04:05:16;Nott;Perception;7;7;;;;
C2E081;04:08:43;Nott;Stealth;32;19;;;;
C2E081;04:08:43;Nott;Stealth;Unknown;Unknown;;;;disregarded due to advantage
C2E081;04:10:54;Beau;Perception;20;17;;;;
C2E081;04:10:53;Caduceus;Perception;14;5;;;;
C2E082;00:13:25;Beau;Initiative;Nat20;20;;;;
C2E082;00:13:27;Nott;Initiative;Nat20;20;;;;
C2E082;00:13:37;Fjord;Initiative;16;16;;;;
C2E082;00:13:38;Caleb;Initiative;17;16;;;;
C2E082;00:13:40;Caduceus;Initiative;13;12;;;;
C2E082;01:13:50;Jester;Initiative;13;9;;;;
C2E082;00:14:08;Willi;Initiative;11;;;;;
C2E082;00:14:57;Nott;Attack;Nat20;20;;;;TTBB1000 against Clone
C2E082;00:15:22;Nott;Damage;52;;;52 to Clone;;
C2E082;00:15:33;Nott;Attack;20;10;;;;TTBB1000 against Clone
C2E082;00:15:36;Nott;Damage;11;;;11 to Clone;;
C2E082;00:15:47;Nott;Attack;27;17;;;;TTBB1000 against Clone
C2E082;00:15:51;Nott;Damage;10;;;20 to Clone;;with Fury of the Small
C2E082;00:17:11;Beau;Attack;25;16;;;;Unarmed Strike against Clone
C2E082;00:17:13;Beau;Attack;28;18;;;;Unarmed Strike against Clone
C2E082;00:17:26;Beau;Damage;11;;;11 to Clone;;
C2E082;00:17:27;Beau;Damage;10;;;10 to Clone;;
C2E082;00:18:27;Beau;Attack;Nat20;20;;;;Unarmed Strike against Clone
C2E082;00:18:40;Beau;Damage;10;;;10 to Clone;;
C2E082;00:18:58;Beau;Attack;12;3;;;;Unarmed Strike against Clone
C2E082;00:19:56;Caleb;Perception;17;13;;;;
C2E082;00:21:29;Fjord;Attack;19;9;;;;Star Razor against Clone
C2E082;00:21:30;Fjord;Attack;20;10;;;;Star Razor against Clone
C2E082;00:21:46;Fjord;Damage;18;;;18 to Clone;;
C2E082;00:21:51;Fjord;Damage;16;;;16 to Clone;;
C2E082;00:23:32;Fjord;Damage;3;;;3 radiant to Clone;;Star Razor Gallas Var Effect
C2E082;00:23:45;Beau;Attack;Nat20;20;;;;Unarmed Strike against Clone
C2E082;00:24:06;Beau;Damage;24;;;24 to Clone;;
C2E082;00:30:09;Jester;Spell Attack;17;8;;;;Guiding Bolt against Clone
C2E082;00:32:19;Nott;Strength;19;19;;;;
C2E082;00:34:24;Beau;Attack;Nat1;1;;;;Unarmed Strike against Clone
C2E082;00:34:24;Beau;Attack;12;3;;;;Unarmed Strike against Clone
C2E082;00:35:18;Beau;Attack;12;3;;;;Unarmed Strike against Clone
C2E082;00:35:18;Beau;Attack;13;4;;;;Unarmed Strike against Clone
C2E082;00:37:43;Fjord;Strength;11;10;;;;
C2E082;00:38:40;Beau;Attack;25;16;;;;Unarmed Strike against Clone
C2E082;00:38:58;Beau;Damage;11;;;11 to Clone;;
C2E082;00:42:04;Caduceus;Damage;13;;;13 radiant to Clone;;Sacred Flame
C2E082;00:44:23;Nott;Attack;Unknown;Unknown;;;;Disregarded due to disadvantage
C2E082;00:44:23;Nott;Attack;26;16;;;;Dagger of Denial SA against Golem
C2E082;00:44:50;Nott;Damage;22;;;22 to Clone;;
C2E082;00:45:54;Beau;Attack;Nat20;20;;;;Unarmed Strike against Clone
C2E082;00:45:58;Beau;Attack;26;16;;;;Unarmed Strike against Clone
C2E082;00:46:11;Beau;Damage;18;;;18 to Clone;;
C2E082;00:46:23;Beau;Damage;10;;;10 to Clone;;
C2E082;00:47:27;Beau;Attack;11;2;;;;Unarmed Strike against Clone
C2E082;00:49:31;Fjord;Attack;23;13;;;;Star Razor against Clone
C2E082;00:49:33;Fjord;Attack;27;17;;;;Star Razor against Clone
C2E082;00:49:41;Fjord;Damage;20;;;20 to Clone;;
C2E082;00:49:49;Fjord;Damage;20;;;20 to Clone;;
C2E082;00:50:48;Beau;Attack;15;6;;;;Unarmed Strike against Clone
C2E082;00:50:51;Fjord;Attack;22;12;;;;Star Razor against Clone
C2E082;00:50:55;Nott;Attack;12;3;;;;Giant Ape Fist against Clone
C2E082;00:51:00;Fjord;Damage;21;;;21 to Clone;;
C2E082;00:52:06;Caduceus;Constitution Save;Unknown;Unknown;;;;disregarded due to advantage
C2E082;00:52:06;Caduceus;Constitution Save;Nat20;20;;;;
C2E082;00:52:31;Caduceus;Constitution Save;Unknown;Unknown;;;;disregarded due to advantage
C2E082;00:52:31;Caduceus;Constitution Save;9;7;;;;
C2E082;00:54:38;Jester;Spell Attack;25;16;;;;Guiding Bolt against Clone
C2E082;00:54:56;Jester;Damage;26;;;26 Radiant to Clone;;Clone goes unconscious (HDYWTDT)
C2E082;00:58:55;Jester;Damage;20;;;20 Cold to Clone;;Clone goes unconscious (HDYWTDT)
C2E082;01:00:23;Beau;Medicine;15;12;;;;
C2E082;01:00:10;Jester;Healing;11;;;Caduceus heals 11;;
C2E082;01:01:34;Caduceus;Other;4;;;;;
C2E082;01:02:08;Beau;Attack;18;9;;;;Unarmed Strike against Clone
C2E082;01:02:12;Beau;Damage;12;;;12 to Clone;;
C2E082;01:03:34;Jester;Spell Attack;23;14;;;;Guiding Bolt against Clone
C2E082;01:03:44;Jester;Damage;16;;;16 radiant to Clone;;Clone goes unconscious (HDYWTDT)
C2E082;01:04:36;Fjord;Intelligence;Nat20;20;;;;
C2E082;01:04:39;Caleb;Intelligence;16;11;;;;
C2E082;01:04:40;Jester;Intelligence;17;16;;;;
C2E082;01:04:41;Caduceus;Intelligence;11;12;;;;
C2E082;01:04:42;Nott;Intelligence;17;14;;;;
C2E082;01:04:43;Beau;Intelligence;19;15;;;;
C2E082;01:05:21;Beau;Investigation;16;8;;;;
C2E082;01:06:07;Fjord;Spell Attack;Unknown;Unknown;;;;Disregarded due to advantage
C2E082;01:06:07;Fjord;Spell Attack;20;11;;;;Scorching Ray (Glove of Blasting)
C2E082;01:06:14;Fjord;Spell Attack;Unknown;Unknown;;;;Disregarded due to advantage
C2E082;01:06:14;Fjord;Spell Attack;14;5;;;;Scorching Ray (Glove of Blasting)
C2E082;01:06:20;Fjord;Spell Attack;Unknown;Unknown;;;;Disregarded due to advantage
C2E082;01:06:20;Fjord;Spell Attack;27;18;;;;Scorching Ray (Glove of Blasting)
C2E082;01:06:49;Jester;Attack;Unknown;Unknown;;;;Disregarded due to advantage
C2E082;01:06:49;Jester;Attack;16;8;;;;Handaxe against Clone
C2E082;01:09:46;Fjord;Perception;20;18;;;;
C2E082;01:13:45;Nott;Investigation;12;14;;;;as Giant Ape
C2E082;01:16:01;Jester;Investigation;16;15;;;;
C2E082;01:16:20;Jester;Hit Dice;11;;;Jester heals 11;;
C2E082;01:16:20;Caduceus;Hit Dice;72;;;Caduceus heals 72;;
C2E082;01:16:20;Beau;Hit Dice;42;;;Beau heals 42;;
C2E082;01:16:20;Nott;Hit Dice;32;;;Nott heals 32;;
C2E082;01:18:18;Caleb;Arcana;27;18;;;;
C2E082;01:19:35;Nott;Intelligence;12;9;;;;
C2E082;01:20:42;Nott;Investigation;26;15;;;;
C2E082;01:20:42;Nott;Other;2;;;;;Guidance
C2E082;01:20:42;Beau;Investigation;Nat20;20;;;;
C2E082;01:28:18;Nott;Investigation;18;7;;;;
C2E082;01:29:35;Caleb;Arcana;16;7;;;;
C2E082;01:34:20;Beau;Investigation;16;8;;;;With Guidance
C2E082;01:36:00;Nott;Investigation;19;;;;;
C2E082;01:36:39;Caleb;Investigation;18;;;;;
C2E082;01:36:39;Jester;Investigation;Nat20;20;;;;
C2E082;02:17:00;Jester;Initiative;22;;;;;
C2E082;02:17:10;Caduceus;Initiative;18;;;;;
C2E082;02:17:12;Beau;Initiative;16;;;;;With Boots of Alert
C2E082;02:17:15;Nott;Initiative;17;;;;;
C2E082;02:17:30;Caleb;Initiative;14;;;;;
C2E082;02:17:35;Fjord;Initiative;2;;;;;
C2E082;02:19:03;Jester;Other;32;;;;;Divine Intervention
C2E082;02:23:05;Beau;Investigation;25;;;;;
C2E082;02:25:14;Caleb;Intelligence;16;;;;;
C2E082;02:27:27;Fjord;Strength Save;15;;;;;Against Tendril with Bless
C2E082;02:28:04;Nott;Strength Save;12;;;;;Against Tendril with Bless
C2E082;02:28:41;Jester;Strength Save;17;;;;;Against Tendril
C2E082;02:29:24;Fjord;Perception;5;;;;;
C2E082;02:29:41;Fjord;Attack;Nat20;20;Y;;;Star Razor
C2E082;02:29:43;Fjord;Attack;26;;;;;Star Razor
C2E082;02:29:51;Fjord;Damage;13;;;13 to Tendril;;
C2E082;02:30:03;Fjord;Damage;12;;;12 to Tendril;1;
C2E082;02:31:06;Jester;Spell Attack;16;;;;;Spiritual Weapon
C2E082;02:31:12;Jester;Damage;20;;;20 Force to Tendril;;
C2E082;02:32:21;Caduceus;Constitution Save;Unknown;Unknown;;;;Disregarded due to advatage
C2E082;02:32:21;Caduceus;Constitution Save;11;;;;;Concentration with advantage
C2E082;02:34:16;Nott;Strength;19;;;;;
C2E082;02:35:12;Nott;Healing;9;;;;;Potion of Greater Healing, Nott heals 9 points
C2E082;02:35:54;Beau;Investigation;23;;;;;
C2E082;02:37:09;Willi;Initiative;Nat20;20;;;;Disregarded
C2E082;02:38:10;Caduceus;Constitution Save;Unknown;Unknown;;;;Disregarded due to advantage
C2E082;02:38:10;Caduceus;Constitution Save;Unknown;Unknown;;;;Concentration with advantage
C2E082;02:38:10;Jester;Constitution Save;Unknown;Unknown;;;;Concentration
C2E082;02:39:05;Jester;Strength Save;9;;;;;Against Tendril with Bless
C2E082;02:39:58;Caduceus;Damage;15;;;15 Force;;Shield of Retribution
C2E082;02:41:01;Jester;Constitution Save;10;;;;;Concentration
C2E082;02:41:08;Caleb;Strength Save;Nat1;1;;;;Against Tendril
